Date,Open,Close,High,Low,Volume
2020-12-23,637.46,585.5,638.34,550.0,96223.33745158
2020-12-22,608.0,637.46,637.47,587.84,58163.93210002
2020-12-21,638.0,608.01,648.0,597.0,108823.62418088
2020-12-20,658.57,638.28,660.6,622.0,86577.83459697
2020-12-19,654.58,658.83,669.0,645.6,65782.65483748
2020-12-18,644.01,654.67,664.02,630.0,68630.81059908
2020-12-17,638.01,643.43,676.61,628.05,154159.14707953
2020-12-16,589.41,638.28,639.1,581.5,88744.56233394
2020-12-15,586.28,589.41,596.9,576.72,43995.02356601
2020-12-14,590.25,586.27,591.65,576.06,39433.52639877
2020-12-13,567.94,590.35,595.0,563.45,59837.04867915
2020-12-12,544.38,568.09,574.0,543.07,47210.56447939
2020-12-11,558.9,544.24,560.35,535.1,65090.62184688
2020-12-10,573.16,558.33,575.28,548.29,45306.07356259
2020-12-09,554.65,573.21,577.97,530.0,94064.17737227
2020-12-08,591.25,554.65,595.0,548.14,76992.95913216
2020-12-07,602.65,591.26,602.99,584.6,32957.85018806
2020-12-06,596.99,602.64,607.68,582.77,56437.78782055
2020-12-05,567.57,597.0,597.69,561.34,48755.08207449
2020-12-04,616.57,567.79,620.57,565.62,89002.06494963
2020-12-03,597.5,616.57,624.53,586.24,65570.49432186
2020-12-02,586.01,597.74,605.34,575.2,61798.09686065
2020-12-01,616.84,586.38,636.58,555.71,192132.40413581
2020-11-30,576.45,616.65,617.37,571.23,143580.36233871
2020-11-29,538.01,576.22,576.9,530.75,71937.12858139
2020-11-28,518.81,538.27,548.5,507.1,71826.71678382
2020-11-27,520.29,518.8,530.99,493.44,85762.26479470001
2020-11-26,569.3,520.0,577.43,478.38,260262.05807179998
2020-11-25,605.28,569.52,606.63,554.0,96865.19190828
2020-11-24,609.01,605.28,623.47,590.0,142957.42365857
2020-11-23,560.88,609.09,611.58,550.62,152818.24088851
2020-11-22,552.57,561.48,581.82,512.0,130655.99116526
2020-11-21,510.37,552.55,553.5,502.72,102160.70823348
2020-11-20,472.05,510.38,514.77,471.5,108562.06245637
2020-11-19,479.26,471.97,481.99,465.2,48357.17613413
2020-11-18,482.79,479.11,495.4,454.56,141538.26627282
2020-11-17,460.73,482.89,484.9,460.29,90310.06964491
2020-11-16,448.22,460.3,466.0,445.95,52599.71693786
2020-11-15,461.38,448.49,463.14,440.44,46902.42886507
2020-11-14,477.26,461.18,477.98,451.95,45791.82579323
2020-11-13,463.11,477.06,478.48,458.0,75582.03793856
2020-11-12,463.69,462.86,470.0,451.1,66834.94427632
2020-11-11,451.59,464.39,476.57,450.02,80321.70756459
2020-11-10,444.69,451.35,455.16,439.0,56256.84052489
2020-11-09,454.47,444.33,459.63,434.63,88681.71845238
2020-11-08,435.67,454.6,460.89,432.67,55142.27884227
2020-11-07,456.58,435.81,468.83,425.0,128871.46018709
2020-11-06,417.04,456.43,458.7,415.52,131858.29667143
2020-11-05,402.88,417.04,421.64,396.5,93752.26026705
2020-11-04,388.0,402.68,408.7,377.01,81685.22824174
2020-11-03,383.43,388.01,390.41,371.0,50087.13337709
2020-11-02,396.8,383.78,404.56,378.16,79339.27978363
2020-11-01,386.62,396.8,397.47,385.07,25999.38277106
2020-10-31,383.07,386.81,393.76,380.77,26877.0502171
2020-10-30,387.39,382.83,392.0,373.52,58405.63413756
2020-10-29,388.91,387.67,394.11,380.69,53507.559151099995
2020-10-28,403.55,388.63,409.18,381.1,53447.35194238
2020-10-27,393.48,403.65,410.48,390.52,39937.76222947
2020-10-26,406.22,393.48,411.31,382.8,73020.45793027
2020-10-25,412.41,406.35,417.84,403.25,27190.69306837
2020-10-24,409.65,412.38,416.61,407.55,18458.14031274
2020-10-23,414.25,409.92,419.52,402.04,39618.95222814
2020-10-22,417.86,414.44,421.42,412.75,12778.95641945
2020-10-21,368.81,391.51,402.23,368.19,82236.82943093
2020-10-20,379.51,368.81,381.0,365.43,34897.86192866
2020-10-19,378.44,379.5,384.98,372.9,32999.01651933
2020-10-18,368.41,378.45,378.47,367.8,17579.22621921
2020-10-17,365.41,368.4,370.62,363.5,12237.89566158
2020-10-16,377.78,365.39,379.85,360.74,46405.79454039
2020-10-15,379.12,377.79,382.15,370.24,36492.67874025
2020-10-14,381.47,379.08,387.59,373.22,40672.33343864
2020-10-13,386.99,381.48,387.86,374.1,36449.52488364
2020-10-12,374.6,387.0,395.81,365.3,56730.98380209
2020-10-11,370.82,374.61,377.4,369.3,17295.08353575
2020-10-10,365.6,371.12,379.0,365.15,38666.10265880001
2020-10-09,351.05,365.6,368.42,347.5,49831.06907866
2020-10-08,341.81,351.05,353.4,334.1,50146.33264231
2020-10-07,340.77,341.8,342.98,333.01,131152.40459146
2020-10-06,354.0,340.79,355.19,336.51,58491.18619527
2020-10-05,352.55,353.77,355.99,348.83,18231.291686400004
2020-10-04,346.18,352.54,354.45,344.0,18281.10922374
2020-10-03,345.68,346.18,351.09,344.01,16827.41512442
2020-10-02,353.0,345.68,354.22,334.56,54209.39715735
2020-10-01,359.7,353.0,371.32,345.3,60515.84652014
2020-09-30,359.96,359.69,361.23,351.34,37139.5583797
2020-09-29,351.9,351.9,351.9,351.9,0.0
2020-09-28,351.9,351.9,351.9,351.9,0.0
2020-09-27,351.9,351.9,351.9,351.9,0.0
2020-09-26,351.9,351.9,351.9,351.9,0.0
2020-09-25,348.92,351.9,358.0,337.59,56495.46695218
2020-09-24,320.18,349.22,353.4,317.0,85064.53330927
2020-09-23,344.0,320.12,344.5,313.42,101885.54601953
2020-09-22,339.9,344.18,346.9,335.33,52243.78778023
2020-09-21,370.5,339.87,376.74,331.0,109265.89693262
2020-09-20,384.92,371.0,385.0,365.12,40537.18418934
2020-09-19,384.5,385.11,388.41,377.31,20264.5378151
2020-09-18,389.27,384.45,392.39,375.66,45931.78885663
2020-09-17,365.0,389.39,394.68,363.29,83100.62068667
2020-09-16,363.9,364.99,373.78,355.11,70775.94182297
2020-09-15,377.07,364.09,382.48,362.5,73932.66809598
2020-09-14,366.51,377.14,384.15,356.15,75629.61692299
2020-09-13,387.94,366.41,390.0,353.5,87789.55125136
2020-09-12,374.08,387.91,388.0,365.31,48281.88966854
2020-09-11,367.98,373.88,375.29,355.64,59017.27832861
2020-09-10,351.08,368.23,377.77,350.8,100388.15458008
2020-09-09,337.24,351.29,359.0,330.77,67152.72320001
2020-09-08,353.4,337.25,356.41,325.64,92707.97233698
2020-09-07,352.5,353.39,358.5,323.4,91139.52678844
2020-09-06,334.88,352.51,359.9,316.6,123832.60688844
2020-09-05,385.61,335.38,394.8,311.04,279027.02859385
2020-09-04,382.22,385.82,400.79,360.9,139522.49112394
2020-09-03,440.47,382.43,450.0,371.21,227343.47213929
2020-09-02,475.76,439.81,481.0,422.0,171821.39983916
2020-09-01,434.0,475.81,489.57,428.68,133872.90707915
2020-08-31,429.14,433.98,439.0,417.77,61101.49408447
2020-08-30,398.39,428.72,429.5,398.39,62024.75826499
2020-08-29,395.35,398.69,405.87,392.3,46298.21519638
2020-08-28,383.16,395.56,398.32,380.01,45660.17868569
2020-08-27,385.91,383.16,396.85,371.6,61708.64859145
2020-08-26,382.98,385.71,393.56,377.18,72131.19472743
2020-08-25,407.92,383.01,409.15,370.05,112721.29479894
2020-08-24,390.77,407.92,410.98,387.61,66322.98635652
2020-08-23,395.5,390.64,397.09,383.73,28001.41469343
2020-08-22,387.84,395.52,396.9,378.98,57008.74326452
2020-08-21,416.3,387.83,419.08,385.0,85385.53125803
2020-08-20,407.57,416.2,419.54,402.48,58454.61391948
2020-08-19,422.61,407.57,426.5,393.33,91227.61399911
2020-08-18,431.34,422.62,434.2,412.11,77628.45601165
2020-08-17,433.99,431.35,447.44,420.51,70593.77772776
2020-08-16,432.52,433.67,437.49,412.48,64246.01812903
2020-08-15,438.73,432.39,443.54,427.0,46133.47654597
2020-08-14,425.57,438.68,445.08,418.1,92451.03815641
2020-08-13,387.17,424.87,432.22,376.78,154367.66375891
2020-08-12,378.96,387.15,389.47,364.25,62909.79898386
2020-08-11,395.91,378.97,398.38,367.0,109239.48571141
2020-08-10,390.32,395.9,400.0,384.97,53652.14367132
2020-08-09,397.39,390.33,400.35,381.06,44561.72836084
2020-08-08,379.62,397.4,397.4,376.04,46663.63120430001
2020-08-07,395.17,379.67,399.0,363.22,86725.30157180001
2020-08-06,401.26,395.17,403.77,391.5,42415.06450057
2020-08-05,390.06,401.25,407.89,384.24,71758.24275166
2020-08-04,386.4,389.91,403.52,381.1,90678.56449128
2020-08-03,372.26,386.21,398.29,367.0,92318.17389541
2020-08-02,387.5,372.17,416.39,300.0,225549.50743617
2020-08-01,346.9,387.57,394.07,343.9,115978.80544895
2020-07-31,335.41,347.0,349.74,328.77,74692.38576739999
2020-07-30,318.09,335.25,343.0,314.68,83409.87095787
2020-07-29,317.56,318.18,325.5,313.31,58271.03187517
2020-07-28,322.39,317.43,327.23,306.35,96728.72828196
2020-07-27,311.47,322.44,334.28,307.7,183440.17045428
2020-07-26,305.81,311.52,319.83,300.48,101680.13872205
2020-07-25,279.52,305.89,309.94,279.52,97505.64028131
2020-07-24,275.5,279.42,287.91,268.57,85495.71058019999
2020-07-23,264.61,275.59,281.43,260.37,110724.22839087
2020-07-22,246.01,264.53,269.5,242.18,63931.61063056
2020-07-21,236.19,246.01,247.0,235.74,60144.41712042
2020-07-20,239.4,236.19,239.88,234.3,28616.32246201
2020-07-19,235.8,239.25,240.11,233.41,19368.85971479
2020-07-18,232.78,235.8,237.01,232.29,18441.91571754
2020-07-17,233.45,232.79,234.4,231.54,23918.18615452
2020-07-16,238.32,233.73,239.11,229.75,42144.5691623
2020-07-15,240.44,238.37,241.28,236.58,30353.86840651
2020-07-14,239.24,240.35,241.9,236.89,25030.39892478
2020-07-13,243.0,239.42,245.26,237.46,57063.36521768
2020-07-12,239.27,243.0,243.98,236.75,37886.54015153
2020-07-11,241.13,239.24,241.52,237.61,16886.0330219
2020-07-10,241.97,241.12,242.02,235.33,34480.29863509
2020-07-09,246.97,241.89,247.85,237.81,53383.08110505
2020-07-08,239.46,246.97,248.9,237.87,51855.09043174
2020-07-07,241.86,239.34,243.7,234.54,60652.59125132
2020-07-06,227.89,241.84,242.3,227.0,80304.76955511
2020-07-05,229.24,227.96,229.97,223.57,23645.48176223
2020-07-04,225.08,229.25,230.68,224.52,19137.640007299997
2020-07-03,226.47,225.01,228.27,224.3,16877.29789183
2020-07-02,231.19,226.41,232.07,223.0,49455.95856067
2020-07-01,225.61,231.11,233.0,224.16,39744.49044874
2020-06-30,227.8,225.68,228.78,222.8,7401524.4
2020-06-29,224.99,227.8,229.82,221.19,10154513.28
2020-06-28,220.63,224.99,227.57,217.8,8397389.49
2020-06-27,229.36,220.63,230.89,215.9,13406677.03
2020-06-26,232.32,229.36,233.19,226.86,10195453.18
2020-06-25,234.54,232.32,235.12,227.33,10738693.79
2020-06-24,243.03,234.54,249.28,230.73,19060350.13
2020-06-23,243.22,243.03,245.09,240.85,10133369.33
2020-06-22,227.85,243.22,246.99,227.27,17953983.32
2020-06-21,228.78,227.85,231.0,227.1,3505022.75
2020-06-20,228.62,228.78,230.66,224.6,4732383.93
2020-06-19,231.38,228.62,232.09,226.26,7060260.07
2020-06-18,233.61,231.38,234.45,227.55,4739853.37
2020-06-17,235.33,233.61,237.38,227.71,8562048.4
2020-06-16,230.97,235.33,236.25,228.78,8675746.15
2020-06-15,231.68,230.97,233.8,218.1,17959812.29
2020-06-14,237.92,231.68,238.69,230.0,7864346.41
2020-06-13,237.57,237.92,238.64,234.62,4349519.82
2020-06-12,230.11,237.57,239.22,228.01,8610722.44
2020-06-11,247.96,230.11,250.15,225.71,20423609.69
2020-06-10,244.0,247.96,250.49,242.22,11776107.22
2020-06-09,246.62,244.0,249.9,237.78,10680562.03
2020-06-08,244.9,246.62,247.77,241.2,7794736.58
2020-06-07,242.01,244.9,245.93,234.37,17627746.1
2020-06-06,240.03,242.01,244.5,237.67,5980351.51
2020-06-05,243.4,240.03,247.89,239.04,9113715.27
2020-06-04,244.54,243.4,246.66,235.54,14436351.83
2020-06-03,237.55,244.54,245.02,233.47,14385492.01
2020-06-02,248.45,237.55,253.54,218.48,25012318.87
2020-06-01,231.76,248.45,251.29,230.56,25132166.98
2020-05-31,243.7,231.76,245.48,229.5,16345924.38
2020-05-30,220.65,243.7,247.28,218.7,20559218.68
2020-05-29,220.26,220.65,224.7,217.67,13520975.08
2020-05-28,208.28,220.26,220.7,204.66,13713132.58
2020-05-27,200.85,208.28,208.35,200.81,6309809.14
2020-05-26,204.11,200.85,204.9,196.51,7218256.29
2020-05-25,199.53,204.11,205.57,198.03,4675010.83
2020-05-24,206.71,199.53,210.68,199.5,10417442.29
2020-05-23,207.23,206.71,211.5,204.68,5512312.66
2020-05-22,198.35,207.23,209.33,196.21,10323237.03
2020-05-21,209.87,198.35,211.41,191.31,13492130.01
2020-05-20,214.76,209.87,215.45,205.57,10377654.48
2020-05-19,214.91,214.76,215.99,209.31,9662573.42
2020-05-18,206.94,214.91,216.98,206.94,14859606.13
2020-05-17,200.5,206.94,209.92,199.44,6437027.26
2020-05-16,194.76,200.5,203.33,193.21,9153019.54
2020-05-15,203.43,194.76,204.23,191.3,10129164.6
2020-05-14,200.07,203.43,206.16,195.53,14730848.19
2020-05-13,189.72,200.07,201.41,188.55,9588081.39
2020-05-12,185.89,189.72,192.42,185.73,6694985.88
2020-05-11,188.02,185.89,194.85,176.56,17259953.31
2020-05-10,210.03,188.02,210.03,180.4,29279998.05
2020-05-09,211.62,210.03,214.72,208.4,7462414.54
2020-05-08,212.34,211.62,217.08,207.21,11212144.93
2020-05-07,199.48,212.34,215.18,196.99,24035931.93
2020-05-06,205.62,199.48,211.31,197.0,14484524.76
2020-05-05,206.99,205.62,212.19,200.82,10937569.67
2020-05-04,209.9,206.99,210.8,195.15,23831262.54
2020-05-03,214.11,209.9,219.32,203.8,14667070.03
2020-05-02,211.88,214.11,215.71,210.54,8754176.18
2020-05-01,206.2,211.88,217.42,206.14,14754368.83
2020-04-30,215.45,206.2,227.53,202.4,32958985.39
2020-04-29,196.71,215.45,219.09,196.71,29880667.42
2020-04-28,196.84,196.71,198.1,192.42,13474747.69
2020-04-27,197.83,196.84,199.33,187.3,15544355.82
2020-04-26,194.52,197.83,200.0,192.5,15114371.22
2020-04-25,187.72,194.52,198.0,185.81,16794392.9
2020-04-24,185.68,187.72,190.24,184.2,20787684.21
2020-04-23,183.16,185.68,194.38,178.52,25944630.5
2020-04-22,170.99,183.16,184.69,170.09,15599914.56
2020-04-21,170.49,170.99,174.79,168.32,10162059.71
2020-04-20,180.22,170.49,186.76,166.13,30228463.06
2020-04-19,187.65,180.22,188.66,176.0,15694473.99
2020-04-18,170.92,187.65,189.89,170.8,19417624.49
2020-04-17,172.73,170.92,175.0,168.38,11820723.38
2020-04-16,152.62,172.73,175.41,147.0,29320294.3
2020-04-15,158.59,152.62,161.47,151.82,9317759.92
2020-04-14,156.77,158.59,162.26,155.55,7160543.24
2020-04-13,158.72,156.77,159.47,150.0,14131312.53
2020-04-12,158.58,158.72,165.84,155.45,14561159.95
2020-04-11,158.17,158.58,161.53,154.2,6062920.27
2020-04-10,169.92,158.17,170.33,152.46,18098003.18
2020-04-09,173.78,169.92,174.04,165.25,12020445.61
2020-04-08,164.6,173.78,174.62,163.52,17415170.95
2020-04-07,171.64,164.6,176.55,162.15,21410265.15
2020-04-06,142.88,171.64,172.4,142.85,21723849.92
2020-04-05,144.4,142.88,145.96,140.8,3503772.09
2020-04-04,141.32,144.4,146.63,139.09,4940028.64
2020-04-03,141.48,141.32,146.9,137.1,9297973.02
2020-04-02,135.88,141.48,150.7,135.65,13186942.86
2020-04-01,133.1,135.88,137.41,128.85,7722449.96
2020-03-31,132.28,133.1,135.36,130.35,5280093.97
2020-03-30,124.36,132.28,135.47,124.02,8401843.33
2020-03-29,131.38,124.36,131.99,123.94,6679051.08
2020-03-28,131.59,131.38,133.3,125.0,8063795.0
2020-03-27,139.01,131.59,141.83,129.19,7937143.73
2020-03-26,136.35,139.01,140.04,133.57,7882667.3
2020-03-25,139.22,136.35,143.43,132.68,10088780.72
2020-03-24,136.58,139.22,144.3,133.19,15643056.86
2020-03-23,122.38,136.58,138.25,119.26,17173772.68
2020-03-22,132.64,122.38,137.38,108.1,19362120.15
2020-03-21,133.5,132.64,138.33,125.79,13238011.84
2020-03-20,136.75,133.5,153.49,115.0,33418074.57
2020-03-19,118.61,136.75,143.34,115.84,24162017.17
2020-03-18,116.11,118.61,118.72,110.19,13119977.73
2020-03-17,110.97,116.11,121.45,109.68,14107583.09
2020-03-16,123.24,110.97,123.76,100.63,25532653.62
2020-03-15,122.28,123.24,133.97,119.86,17993595.07
2020-03-14,135.45,122.28,135.45,120.34,10534889.9
2020-03-13,108.78,135.45,145.1,89.8,74143067.68
2020-03-12,194.81,108.78,195.58,101.52,107549683.17
2020-03-11,200.15,194.81,203.0,182.0,20124069.33
2020-03-10,203.38,200.15,206.42,194.77,14251175.89
2020-03-09,199.89,203.38,208.68,189.07,30531315.96
2020-03-08,237.6,199.89,237.6,196.0,29060646.48
2020-03-07,245.74,237.6,252.5,236.22,14359859.31
2020-03-06,228.66,245.74,246.27,227.67,16589662.37
2020-03-05,224.48,228.66,234.6,224.48,17206928.37
2020-03-04,223.53,224.48,228.89,220.47,7549332.1
2020-03-03,232.0,223.53,232.99,220.25,13557686.99
2020-03-02,217.5,232.0,235.52,215.69,17848332.52
2020-03-01,217.78,217.5,228.0,212.02,16914292.19
2020-02-29,227.09,217.78,233.31,216.91,9857099.01
2020-02-28,227.5,227.09,234.39,213.68,21004660.81
2020-02-27,223.71,227.5,238.13,208.0,26048317.28
2020-02-26,246.7,223.71,249.89,215.67,40066829.94
2020-02-25,265.81,246.7,266.25,244.0,23519915.51
2020-02-24,275.73,265.81,278.26,256.83,20718923.07
2020-02-23,262.48,275.73,276.58,261.75,9066012.85
2020-02-22,265.58,262.48,267.01,256.1,9856027.91
2020-02-21,257.96,265.58,268.5,254.24,15299444.68
2020-02-20,258.85,257.96,264.24,244.24,22889042.07
2020-02-19,282.82,258.85,287.0,251.25,30090026.08
2020-02-18,268.22,282.82,286.49,259.46,32347076.98
2020-02-17,258.82,268.22,268.99,242.51,27495756.67
2020-02-16,264.92,258.82,274.03,237.0,32103433.76
2020-02-15,285.96,264.92,288.98,261.0,31652824.57
2020-02-14,268.64,285.96,287.71,259.63,26738676.58
2020-02-13,266.4,268.64,278.0,254.22,37158255.04
2020-02-12,237.83,266.4,275.88,237.83,46628269.12
2020-02-11,223.0,237.83,239.89,217.7,22027383.12
2020-02-10,228.64,223.0,229.4,216.6,16334075.65
2020-02-09,223.27,228.64,230.8,222.98,15960767.47
2020-02-08,222.91,223.27,228.0,213.41,22680253.08
2020-02-07,212.92,222.91,224.77,212.92,21195235.15
2020-02-06,203.76,212.92,216.4,201.19,20973076.78
2020-02-05,188.35,203.76,207.95,187.71,16538929.29
2020-02-04,189.78,188.35,191.28,184.0,9291064.06
2020-02-03,188.25,189.78,195.14,186.43,8870191.8
2020-02-02,183.41,188.25,193.3,178.9,11071115.13
2020-02-01,179.68,183.41,184.0,178.92,5178906.33
2020-01-31,184.34,179.68,185.47,175.0,8720686.58
2020-01-30,173.48,184.34,186.6,170.5,21196031.72
2020-01-29,176.41,173.48,179.0,172.95,9379328.14
2020-01-28,169.88,176.41,176.89,169.88,10961897.07
2020-01-27,167.4,169.88,171.77,164.94,7260125.85
2020-01-26,160.12,167.4,167.65,159.06,10208667.18
2020-01-25,162.32,160.12,162.48,157.43,6376794.32
2020-01-24,162.5,162.32,164.3,155.25,12165151.81
2020-01-23,167.66,162.5,167.67,159.0,7887955.32
2020-01-22,169.3,167.66,170.92,165.61,6754330.86
2020-01-21,166.61,169.3,170.01,164.61,6080393.06
2020-01-20,166.84,166.61,169.2,160.9,10772732.3
2020-01-19,174.03,166.84,178.06,161.77,12843179.12
2020-01-18,169.59,174.03,179.0,164.87,14602963.39
2020-01-17,164.17,169.59,174.0,161.98,18063021.44
2020-01-16,166.31,164.17,167.27,158.42,9028802.62
2020-01-15,166.19,166.31,171.61,159.05,11949129.02
2020-01-14,143.58,166.19,170.0,143.45,22014417.08
2020-01-13,146.5,143.58,146.99,142.0,3961345.95
2020-01-12,142.62,146.5,146.5,141.53,3096796.88
2020-01-11,144.92,142.62,147.92,141.28,6216232.11
2020-01-10,137.91,144.92,145.32,135.14,6667296.37
2020-01-09,140.7,137.91,141.57,135.33,4590085.07
2020-01-08,143.2,140.7,147.95,137.03,13224871.39
2020-01-07,144.34,143.2,145.32,138.98,7182052.46
2020-01-06,135.27,144.34,144.57,134.86,9496104.17
2020-01-05,134.14,135.27,138.3,133.83,3938404.28
2020-01-04,134.0,134.14,135.91,132.58,2169398.09
2020-01-03,126.72,134.0,134.72,125.4,6580784.61
2020-01-02,130.33,126.72,130.33,126.0,3295028.62
2020-01-01,128.66,130.33,132.86,128.19,1751405.65
2019-12-31,131.1,128.6,133.28,127.79,3200122.98
2019-12-30,134.31,131.1,136.02,129.86,4057796.6
2019-12-29,127.83,134.31,137.81,127.37,4591550.51
2019-12-28,126.25,127.83,129.79,125.91,2087088.87
